Diagnostico_transcrito,Diagnostico_estandar,Diagnostico_extendido,Freq,Npartes,Nfalta,IDs,Diagnostico_clasificacion
Quemaduras+EP,EP+Quem,edema pulmonar + quemaduras,1,2,0,BO_1977_01978,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
QuemEP,EP+Quem,edema pulmonar + quemaduras,1,2,0,BO_1975_03805,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
QueM+EP,EP+Quem,edema pulmonar + quemaduras,1,2,0,BO_1978_01316,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
EP+Quem,EP+Quem,edema pulmonar + quemaduras,1,2,0,BO_1978_03178,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
EP e Ins Renal,EP+Renal,edema pulmonar + renal,1,3,1,BO_1974_03578,Enfermedades del sistema respiratorio
TA+EP,EP+TA,edema pulmonar + traumatismo abdomen,1,2,0,BO_1979_01767,Enfermedades del sistema respiratorio + Trauma
TCE+EP,EP+TCE,edema pulmonar + traumatismo craneo encefalico,2,2,0,"BO_1976_03003,BO_1979_05530",Enfermedades del sistema respiratorio + Trauma
TC+EP,EP+TCer,edema pulmonar + traumatismo cervico,1,2,0,BO_1974_01860,Enfermedades del sistema respiratorio + Trauma
TMI+EP,EP+TMi,edema pulmonar + traumatismo miembro,4,2,0,"BO_1975_00954,BO_1975_02715,BO_1976_01709,BO_1979_04529",Enfermedades del sistema respiratorio + Trauma
EP+TMI,EP+TMi,edema pulmonar + traumatismo miembro,1,2,0,BO_1975_03348,Enfermedades del sistema respiratorio + Trauma
TMS+EP,EP+TMiS,edema pulmonar + traumatismo miembro superior,1,2,0,BO_1974_01757,Enfermedades del sistema respiratorio + Trauma
EP+TPyMI,EP+TPMi,edema pulmonar + traumatismo pelvis miembro,1,2,0,BO_1974_03629,Enfermedades del sistema respiratorio + Trauma
ExpPSM,EXPSM,expulsion prematura del seno materno,259,1,0,"BO_1975_06435,BO_1975_06440,BO_1975_06441,BO_1975_06443,BO_1975_06450","Embarazo, parto y puerperio"
Exp. PSM,EXPSM,expulsion prematura del seno materno,98,1,0,"BO_1977_06747,BO_1977_06750,BO_1977_06751,BO_1977_06752,BO_1977_06753","Embarazo, parto y puerperio"
EX PSM,EXPSM,expulsion prematura del seno materno,97,1,0,"BO_1974_05300,BO_1974_05303,BO_1974_05308,BO_1974_05309,BO_1974_05310","Embarazo, parto y puerperio"
Exp PSM,EXPSM,expulsion prematura del seno materno,80,1,0,"BO_1975_06227,BO_1977_05741,BO_1979_06305,BO_1979_07006,BO_1979_07047","Embarazo, parto y puerperio"
ExpPMS,EXPSM,expulsion prematura del seno materno,14,1,0,"BO_1975_06465,BO_1975_06467,BO_1975_06468,BO_1975_06471,BO_1975_06472","Embarazo, parto y puerperio"
Exp P,EXPSM,expulsion prematura del seno materno,3,2,1,"BO_1978_06289,BO_1979_06146,BO_1979_06357","Embarazo, parto y puerperio"
ExpP,EXPSM,expulsion prematura del seno materno,2,2,1,"BO_1978_06593,BO_1979_06089","Embarazo, parto y puerperio"
exp PSM,EXPSM,expulsion prematura del seno materno,1,1,0,BO_1977_06697,"Embarazo, parto y puerperio"
Exp,EXPSM,expulsion prematura del seno materno,1,1,0,BO_1979_06437,"Embarazo, parto y puerperio"
Exp PS,EXPSM,expulsion prematura del seno materno,1,2,1,BO_1977_06680,"Embarazo, parto y puerperio"
Exp PcSM,EXPSM,expulsion prematura del seno materno,1,2,1,BO_1978_05871,"Embarazo, parto y puerperio"
Exp. PCM,EXPSM,expulsion prematura del seno materno,1,2,1,BO_1977_06896,"Embarazo, parto y puerperio"
Per Expide Utero,EXPSM+PER+Utero,expulsion prematura del seno materno + peritonitis o perforacion + utero,1,3,0,BO_1977_03539,"Embarazo, parto y puerperio + Enfermedades del sistema digestivo"
FCPN,FCPN,falta cuidado post natales,25,1,0,"BO_1974_05326,BO_1974_05359,BO_1974_05386,BO_1974_05395,BO_1974_05409","Embarazo, parto y puerperio"
FCN,FCPN,falta cuidado post natales,1,1,0,BO_1974_05339,"Embarazo, parto y puerperio"
FCP,FCPN,falta cuidado post natales,1,1,0,BO_1977_06184,"Embarazo, parto y puerperio"
FCPT,FCPN,falta cuidado post natales,1,1,0,BO_1975_06447,"Embarazo, parto y puerperio"
F.Desarrollo,Fdesarrollo,falta desarrollo,1,1,0,BO_1976_06702,"Embarazo, parto y puerperio"
Falta de Desa,Fdesarrollo,falta desarrollo,1,1,0,BO_1978_06821,"Embarazo, parto y puerperio"
Falta de desarrollo,Fdesarrollo,falta desarrollo,1,1,0,BO_1975_06566,"Embarazo, parto y puerperio"
DESGARRO DE ART FEM,Femoral,femoral,1,3,2,BO_1974_03052,
HIPC C/S Fem,Femoral+HIPC,femoral + herida punzo cortante,1,3,1,BO_1975_00071,Herida punzo cortante
HIPC c/se Fem,Femoral+HIPC,femoral + herida punzo cortante,1,3,1,BO_1975_02299,Herida punzo cortante
Sufrimiento Fetal,Fetal,fetal,1,2,1,BO_1979_06978,"Embarazo, parto y puerperio"
Surimiento Fetal,Fetal,fetal,1,2,1,BO_1979_07192,"Embarazo, parto y puerperio"
Gangrena,Gang,gangrena,34,1,0,"BO_1975_06739,BO_1975_06744,BO_1975_06745,BO_1976_02836,BO_1976_06882",Enfermedades de la piel y del tejido subcutáneo
G,Gang,gangrena,12,1,0,"BO_1974_05548,BO_1974_05552,BO_1974_05557,BO_1974_05562,BO_1974_05563",Enfermedades de la piel y del tejido subcutáneo
REAQx gangrena,Gang,gangrena,1,2,1,BO_1975_06837,Enfermedades de la piel y del tejido subcutáneo
Gangrena Hu,Gang,gangrena,1,2,1,BO_1975_06749,Enfermedades de la piel y del tejido subcutáneo
Gangrena gas,Gang,gangrena,1,2,1,BO_1975_06748,Enfermedades de la piel y del tejido subcutáneo
Gangrena Seco,Gang,gangrena,1,2,1,BO_1975_06737,Enfermedades de la piel y del tejido subcutáneo
Gang.,Gang,gangrena,1,1,0,BO_1976_06905,Enfermedades de la piel y del tejido subcutáneo
Gang,Gang,gangrena,1,1,0,BO_1979_06141,Enfermedades de la piel y del tejido subcutáneo
Gang+Osteo,Gang+Osteo,gangrena + osteo,1,2,0,BO_1977_07108,Enfermedades de la piel y del tejido subcutáneo
TMI+Gang+S,Gang+Septi+TMi,gangrena + septicemia + traumatismo miembro,1,3,0,BO_1975_04648,Ciertas enfermedades infecciosas y parasitarias + Enfermedades de la piel y del tejido subcutáneo + Trauma
TMI+Gang,Gang+TMi,gangrena + traumatismo miembro,6,2,0,"BO_1975_01515,BO_1975_04619,BO_1976_03654,BO_1977_07003,BO_1978_04676",Enfermedades de la piel y del tejido subcutáneo + Trauma
TMI+G,Gang+TMi,gangrena + traumatismo miembro,1,2,0,BO_1974_05555,Enfermedades de la piel y del tejido subcutáneo + Trauma
GangrenaxT,Gang+Trau,gangrena + traumatismo,2,2,0,"BO_1977_06988,BO_1977_06990",Enfermedades de la piel y del tejido subcutáneo + Trauma
G+T,Gang+Trau,gangrena + traumatismo,1,2,0,BO_1979_07295,Enfermedades de la piel y del tejido subcutáneo + Trauma
Gan.xT.,Gang+Trau,gangrena + traumatismo,1,2,0,BO_1977_07098,Enfermedades de la piel y del tejido subcutáneo + Trauma
Hemogastrica+A,Gastr+Hemo,gastro + hemorragia,1,3,1,BO_1978_00908,
Perf. Gastrica+,Gastr+Perf,gastro + perforacion,1,2,0,BO_1976_01373,Causas externas de morbilidad y de mortalidad
Quem+Gastrit,Gastr+Quem,gastro + quemaduras,1,2,0,BO_1976_02177,Causas externas de morbilidad y de mortalidad
Ulcera Gastr.,Gastr+Ulcera,gastro + ulcera,1,2,0,BO_1977_05830,Enfermedades del sistema digestivo
Ulcera Gast,Gastr+Ulcera,gastro + ulcera,1,2,0,BO_1978_03841,Enfermedades del sistema digestivo
Gastritis,Gastritis,gastritis,1,1,0,BO_1976_03696,Enfermedades del sistema digestivo
Gastritis+,Gastritis,gastritis,1,1,0,BO_1975_00969,Enfermedades del sistema digestivo
Gastritis Hemo,Gastritis+Hemo,gastritis + hemorragia,1,2,0,BO_1977_01353,Enfermedades del sistema digestivo
GastritisHemo,Gastritis+Hemo,gastritis + hemorragia,1,2,0,BO_1975_03208,Enfermedades del sistema digestivo
Gastroenteritis,Gastroent,gastroenteritis,15,1,0,"BO_1975_00601,BO_1975_00779,BO_1975_02980,BO_1975_04797,BO_1977_00331",Enfermedades del sistema digestivo
Gastroente,Gastroent,gastroenteritis,2,1,0,"BO_1976_03617,BO_1976_03752",Enfermedades del sistema digestivo
Gastrointeritis,Gastroent,gastroenteritis,2,1,0,"BO_1977_05376,BO_1977_05446",Enfermedades del sistema digestivo
Gastroen,Gastroent,gastroenteritis,1,1,0,BO_1976_03184,Enfermedades del sistema digestivo
GastroenT,Gastroent,gastroenteritis,1,1,0,BO_1976_03214,Enfermedades del sistema digestivo
Gastroent,Gastroent,gastroenteritis,1,1,0,BO_1978_04266,Enfermedades del sistema digestivo
Gastroent+D,Gastroent,gastroenteritis,1,2,1,BO_1975_03880,Enfermedades del sistema digestivo
Grastroenteritis,Gastroent,gastroenteritis,1,1,0,BO_1977_03198,Enfermedades del sistema digestivo
GASTROENTERITIS,Gastroent,gastroenteritis,1,1,0,BO_1978_03332,Enfermedades del sistema digestivo
PN+GASTROENT,Gastroent+PN,gastroenteritis + pleuro pneumonia,1,2,0,BO_1974_01317,Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio
HC,HC,hemorragia cerebral o herida cortante,423,1,0,"BO_1974_00065,BO_1974_00339,BO_1974_00369,BO_1974_00379,BO_1974_00607",Causas externas de morbilidad y de mortalidad
HC+L,HC,hemorragia cerebral o herida cortante,7,2,1,"BO_1975_00547,BO_1976_02701,BO_1976_03331,BO_1976_03893,BO_1977_00589",Causas externas de morbilidad y de mortalidad
HC+,HC,hemorragia cerebral o herida cortante,6,1,0,"BO_1975_00392,BO_1975_00403,BO_1976_02242,BO_1976_02310,BO_1976_02362",Causas externas de morbilidad y de mortalidad
HCC,HC,hemorragia cerebral o herida cortante,2,1,0,"BO_1977_01001,BO_1979_04084",Causas externas de morbilidad y de mortalidad
PanH+HC,HC,hemorragia cerebral o herida cortante,1,2,0,BO_1975_06368,Causas externas de morbilidad y de mortalidad
BH+HC,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_02505,Causas externas de morbilidad y de mortalidad
BBT+HC,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_02158,Causas externas de morbilidad y de mortalidad
H C,HC,hemorragia cerebral o herida cortante,1,1,0,BO_1978_00162,Causas externas de morbilidad y de mortalidad
HC e TI,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1978_04333,Causas externas de morbilidad y de mortalidad
HCPC,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_02466,Causas externas de morbilidad y de mortalidad
HCPCPT,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1974_02678,Causas externas de morbilidad y de mortalidad
HCPTA,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_05100,Causas externas de morbilidad y de mortalidad
HCRNTA,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_05064,Causas externas de morbilidad y de mortalidad
HCC+A,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1977_02359,Causas externas de morbilidad y de mortalidad
HC+ Leucemia,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1977_00419,Causas externas de morbilidad y de mortalidad
HC+CHVE,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1974_02285,Causas externas de morbilidad y de mortalidad
HC+CervRev,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1979_05493,Causas externas de morbilidad y de mortalidad
HC+E,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1976_05515,Causas externas de morbilidad y de mortalidad
HC+EH,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1978_00894,Causas externas de morbilidad y de mortalidad
HC+I,HC,hemorragia cerebral o herida cortante,1,2,1,BO_1977_05791,Causas externas de morbilidad y de mortalidad
HCV,HC+_V,hemorragia cerebral o herida cortante + vientre,1,2,0,BO_1977_00259,Causas externas de morbilidad y de mortalidad
HC+LOC,HC+LOC,enfermedad organica del corazon + hemorragia cerebral o herida cortante,21,2,0,"BO_1974_01764,BO_1975_00132,BO_1975_04245,BO_1976_03008,BO_1976_05823",Causas externas de morbilidad y de mortalidad + Enfermedades del sistema circulatorio
LOC+HC,HC+LOC,enfermedad organica del corazon + hemorragia cerebral o herida cortante,3,2,0,"BO_1976_02660,BO_1977_05167,BO_1977_05198",Causas externas de morbilidad y de mortalidad + Enfermedades del sistema circulatorio
HC + LOC,HC+LOC,enfermedad organica del corazon + hemorragia cerebral o herida cortante,1,2,0,BO_1977_00004,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema circulatorio
HC+N,HC+N,hemorragia cerebral o herida cortante + neumonia,1,2,0,BO_1975_02927,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
HC no T,HC+noT,hemorragia cerebral o herida cortante + no traumatica,1,2,0,BO_1978_05283,Causas externas de morbilidad y de mortalidad
HC+PN,HC+PN,hemorragia cerebral o herida cortante + pleuro pneumonia,1,2,0,BO_1975_04916,Causas externas de morbilidad y de mortalidad + Enfermedades del sistema respiratorio
Quem+HC,HC+Quem,hemorragia cerebral o herida cortante + quemaduras,1,2,0,BO_1978_05379,Causas externas de morbilidad y de mortalidad
SxHCC,HC+Septi,hemorragia cerebral o herida cortante + septicemia,1,2,0,BO_1976_04313,Causas externas de morbilidad y de mortalidad + Ciertas enfermedades infecciosas y parasitarias
HC+SH,HC+SH,hemorragia cerebral o herida cortante + shock,1,2,0,BO_1977_02656,Causas externas de morbilidad y de mortalidad
SHVHC,HC+SHHV,hemorragia cerebral o herida cortante + shock hipovolemico,1,2,0,BO_1974_01210,Causas externas de morbilidad y de mortalidad
HC+Tb,HC+TB,hemorragia cerebral o herida cortante + tuberculosis,1,2,0,BO_1978_04557,Causas externas de morbilidad y de mortalidad + Ciertas enfermedades infecciosas y parasitarias
TCE+HC,HC+TCE,hemorragia cerebral o herida cortante + traumatismo craneo encefalico,1,2,0,BO_1978_02578,Causas externas de morbilidad y de mortalidad + Trauma
HC+TMI,HC+TMi,hemorragia cerebral o herida cortante + traumatismo miembro,1,2,0,BO_1975_02086,Causas externas de morbilidad y de mortalidad + Trauma
HC+Tumor,HC+Tum,hemorragia cerebral o herida cortante + tumor,1,2,0,BO_1974_00788,Causas externas de morbilidad y de mortalidad + Tumores (neoplasias)
HCVulvo-Vaginal,HC+Vag,hemorragia cerebral o herida cortante + vagina,1,3,1,BO_1976_02051,Causas externas de morbilidad y de mortalidad
HCNT,HCNT,hemorragia cerebral no traumatica,3,1,0,"BO_1974_00440,BO_1974_00593,BO_1979_04600",Enfermedades del sistema nervioso
HCNT+E,HCNT,hemorragia cerebral no traumatica,1,2,1,BO_1979_01321,Enfermedades del sistema nervioso
HCNoT,HCNT,hemorragia cerebral no traumatica,1,1,0,BO_1979_04474,Enfermedades del sistema nervioso
HCNT+EOG,HCNT,hemorragia cerebral no traumatica,1,2,1,BO_1978_06414,Enfermedades del sistema nervioso
CEHEyP,Hemo,hemorragia,1,3,2,BO_1979_01917,
ANAHE,Hemo,hemorragia,1,2,1,BO_1975_00804,
APxHE,Hemo,hemorragia,1,2,1,BO_1977_03014,
AnAxHE,Hemo,hemorragia,1,2,1,BO_1977_01768,
Hem Intra,Hemo,hemorragia,1,2,1,BO_1974_02254,
Hem Post,Hemo,hemorragia,1,2,1,BO_1974_04125,
HemoTorax,Hemo,hemorragia,1,2,1,BO_1978_02447,
Hemopericard Compresivo,Hemo,hemorragia,1,3,2,BO_1978_04385,
Hemopericardio,Hemo,hemorragia,1,2,1,BO_1974_00770,
HNxHE,Hemo,hemorragia,1,2,1,BO_1975_01776,
HE,Hemo,hemorragia,1,1,0,BO_1974_05239,
Hemoperic Inf Miocardio,Hemo+InfMio,hemorragia + infarto miocardio,1,3,1,BO_1974_03821,Enfermedades del sistema circulatorio
HemoperCorn+LOC,Hemo+LOC,enfermedad organica del corazon + hemorragia,1,3,1,BO_1976_02119,Enfermedades del sistema circulatorio
HE no T,Hemo+noT,hemorragia + no traumatica,1,2,0,BO_1978_03644,
Pancreatitis Hem,Hemo+Pancrea,hemorragia + pancreatitis,2,2,0,"BO_1974_02344,BO_1975_04720",Enfermedades del sistema digestivo
PancreatitisHem,Hemo+Pancrea,hemorragia + pancreatitis,1,2,0,BO_1975_04387,Enfermedades del sistema digestivo
TP+SH+S+Per+HE,Hemo+PER+SH+Septi+TP,hemorragia + peritonitis o perforacion + septicemia + shock + traumatismo pelvis,1,5,0,BO_1975_05252,Ciertas enfermedades infecciosas y parasitarias + Enfermedades del sistema digestivo + Trauma
Hem aguda post Parto,Hemo+PostParto,hemorragia + postparto,1,3,1,BO_1975_04237,"Embarazo, parto y puerperio"
HemPul,Hemo+Pul,hemorragia + pulmon,1,2,0,BO_1974_03934,
HH x HE x VE,Hemo+VE,hemorragia + varices esofagicas,1,3,1,BO_1978_01254,Enfermedades del sistema digestivo
Coma Hepatico,Hepat,higado,2,2,1,"BO_1976_04250,BO_1978_00900",
P+abseso hep,Hepat,higado,1,3,2,BO_1974_02041,
Ins Hepatica,Hepat,higado,1,2,1,BO_1975_05504,
AHepatico,Hepat,higado,1,2,1,BO_1975_02130,
Cirrosis Hepatica,Hepat,higado,1,2,1,BO_1979_00083,
Coma Hepatico IIA,Hepat,higado,1,3,2,BO_1978_01958,
Insuf Hepatica,Hepat+Insuf,higado + insuficiencia,1,2,0,BO_1975_02712,
Coma Hepatico + LOC,Hepat+LOC,enfermedad organica del corazon + higado,1,3,1,BO_1976_04705,Enfermedades del sistema circulatorio
TbHepatica,Hepat+TB,higado + tuberculosis,1,2,0,BO_1975_06344,Ciertas enfermedades infecciosas y parasitarias
TCE+Hep,Hepat+TCE,higado + traumatismo craneo encefalico,1,2,0,BO_1975_00845,Trauma
Hepatitis,Hepatitis,hepatitis,2,1,0,"BO_1976_04960,BO_1979_01457",Enfermedades del sistema digestivo
HEPATITIS,Hepatitis,hepatitis,2,1,0,"BO_1978_02626,BO_1978_04600",Enfermedades del sistema digestivo
Hepatitis Toxica,Hepatitis,hepatitis,1,2,1,BO_1978_02681,Enfermedades del sistema digestivo
N+Hepatitis,Hepatitis+N,hepatitis + neumonia,1,2,0,BO_1975_05220,Enfermedades del sistema digestivo + Enfermedades del sistema respiratorio
Hernia Ing,Hernia,hernia,1,2,1,BO_1976_00774,Enfermedades del sistema digestivo
Hernia umbilical,Hernia,hernia,1,2,1,BO_1975_05318,Enfermedades del sistema digestivo
Hernia in,Hernia,hernia,1,2,1,BO_1977_06712,Enfermedades del sistema digestivo
Hernia Bockdebe,Hernia,hernia,1,2,1,BO_1979_07226,Enfermedades del sistema digestivo
Trombosis Misent[] Hernia Estrang[],Hernia+Trombo,hernia + trombosis,1,4,2,BO_1975_04899,Enfermedades del sistema circulatorio + Enfermedades del sistema digestivo
Hidrocefalia,Hidrocefalia,hidrocefalia,3,1,0,"BO_1976_00953,BO_1978_01845,BO_1978_02125",Enfermedades del sistema nervioso
NTCE+Hidrocefalia,Hidrocefalia,hidrocefalia,1,2,1,BO_1975_00432,Enfermedades del sistema nervioso
Hidrocefalia Cong,Hidrocefalia,hidrocefalia,1,2,1,BO_1975_05523,Enfermedades del sistema nervioso
HIPCP,HIPC,herida punzo cortante,67,1,0,"BO_1974_00067,BO_1974_00475,BO_1974_00626,BO_1974_00696,BO_1974_00908",Herida punzo cortante
HsIPCPs,HIPC,herida punzo cortante,49,1,0,"BO_1974_00780,BO_1974_01815,BO_1974_03146,BO_1974_04042,BO_1975_00346",Herida punzo cortante
HIPC,HIPC,herida punzo cortante,41,1,0,"BO_1974_00276,BO_1974_02170,BO_1974_02454,BO_1974_03708,BO_1975_00422",Herida punzo cortante
HIP,HIPC,herida punzo cortante,16,1,0,"BO_1974_00408,BO_1974_04410,BO_1974_05251,BO_1974_05287,BO_1977_00664",Herida punzo cortante
HsIPC,HIPC,herida punzo cortante,16,1,0,"BO_1975_00264,BO_1975_05731,BO_1976_00910,BO_1976_01073,BO_1976_01931",Herida punzo cortante
HsIP,HIPC,herida punzo cortante,9,1,0,"BO_1977_00452,BO_1977_00740,BO_1977_00869,BO_1977_01386,BO_1977_01735",Herida punzo cortante
HsIPcPs,HIPC,herida punzo cortante,8,1,0,"BO_1977_00361,BO_1977_03937,BO_1977_06389,BO_1977_06525,BO_1978_02060",Herida punzo cortante
HIPCPs,HIPC,herida punzo cortante,5,1,0,"BO_1974_01784,BO_1977_00493,BO_1977_00494,BO_1977_01908,BO_1978_01975",Herida punzo cortante
HICCPC,HIPC,herida punzo cortante,4,2,1,"BO_1974_03585,BO_1976_00309,BO_1976_02329,BO_1979_06069",Herida punzo cortante
HICC,HIPC,herida punzo cortante,4,1,0,"BO_1977_00519,BO_1977_05073,BO_1978_02145,BO_1979_06793",Herida punzo cortante
HsIPCPS,HIPC,herida punzo cortante,3,1,0,"BO_1979_02302,BO_1979_02419,BO_1979_05405",Herida punzo cortante
HsIPCPT,HIPC,herida punzo cortante,3,1,0,"BO_1977_05154,BO_1977_05186,BO_1979_04196",Herida punzo cortante
HIPcP,HIPC,herida punzo cortante,3,1,0,"BO_1976_00788,BO_1976_04589,BO_1977_02834",Herida punzo cortante
HIPc,HIPC,herida punzo cortante,3,1,0,"BO_1976_01478,BO_1977_02313,BO_1977_02315",Herida punzo cortante
HsIPCsPs,HIPC,herida punzo cortante,3,1,0,"BO_1975_01504,BO_1977_05943,BO_1978_04933",Herida punzo cortante
HsCs,HIPC,herida punzo cortante,2,1,0,"BO_1976_02244,BO_1977_05141",Herida punzo cortante
HPIP,HIPC,herida punzo cortante,2,1,0,"BO_1976_00707,BO_1977_01010",Herida punzo cortante
HPIPC,HIPC,herida punzo cortante,2,1,0,"BO_1974_00839,BO_1974_02573",Herida punzo cortante
HPIPCPOA,HIPC,herida punzo cortante,2,2,1,"BO_1974_02339,BO_1974_02990",Herida punzo cortante
HIC,HIPC,herida punzo cortante,2,1,0,"BO_1977_03369,BO_1977_04259",Herida punzo cortante
HIPCH,HIPC,herida punzo cortante,2,2,1,"BO_1976_06020,BO_1979_06714",Herida punzo cortante
